AÑO,RAMO_ID,RAMO,DENOMINACION, MONTO ,FACTOR, VALOR_REAL 
2016,18,Energia,Coordinacion de la politica energetica en electricidad ,"$102,992,132.00 ",1.19187,"$86,412,219.45 "
2016,18,Energia,Coordinacion de la politica energetica en hidrocarburos,"$127,423,104.00 ",1.19187,"$106,910,236.90 "
2016,18,Energia,"Gestion, promocion, supervision y evaluacion del aprovechamiento sustentable de la energia","$70,665,504.00 ",1.19187,"$59,289,607.09 "
2016,18,Energia,Fondo de Diversificacion Energetica,"$441,573,000.00 ",1.19187,"$370,487,553.20 "
2016,21,Turismo,Planeacion y conduccion de la politica de turismo,"$655,000.00 ",1.19187,"$549,556.58 "
2016,23,Provisiones Salariales y Economicas,Fondo de Desastres Naturales (FONDEN),"$8,035,987,256.00 ",1.19187,"$6,742,335,369.00 "
2016,23,Provisiones Salariales y Economicas,Fondo de Prevencion de Desastres Naturales (FOPREDEN),"$358,718,014.00 ",1.19187,"$300,970,755.20 "
2016,38,"Consejo Nacional de Humanidades, Ciencia y Tecnologia","Apoyos institucionales para actividades cientificas, tecnologicas y de innovacion","$5,000,000.00 ",1.19187,"$4,195,088.39 "
2016,38,"Consejo Nacional de Humanidades, Ciencia y Tecnologia",Becas de posgrado y otras modalidades de apoyo a la calidad,"$105,462,000.00 ",1.19187,"$88,484,482.37 "
2016,38,"Consejo Nacional de Humanidades, Ciencia y Tecnologia","Innovacion tecnologica para negocios de alto valor agregado, tecnologias precursoras y competitividad de las empresas","$140,050,710.00 ",1.19187,"$117,505,021.50 "
2016,47,Entidades No Sectorizadas,Programa para el Mejoramiento de la Produccion y la Productividad Indigena,"$115,000,000.00 ",1.19187,"$96,487,032.98 "
2016,52,Petroleos Mexicanos,Mantenimiento de infraestructura,"$37,000,000.00 ",1.19187,"$31,043,654.09 "
2016,52,Petroleos Mexicanos,Proyectos de infraestructura economica de hidrocarburos,"$441,021,649.00 ",1.19187,"$370,024,959.90 "
2016,53,Comision Federal de Electricidad,Promocion de medidas para el ahorro y uso eficiente de la energia electrica,"$2,067,605.00 ",1.19187,"$1,734,757.15 "
2016,53,Comision Federal de Electricidad,Proyectos de infraestructura economica de electricidad,"$15,364,594.00 ",1.19187,"$12,891,165.98 "
2016,53,Comision Federal de Electricidad,Proyectos de Infraestructura económica de electricidad (PIDEGAS),"$591,290,225.00 ",1.19187,"$496,102,951.70 "
2017,4,Gobernacion,Coordinación del Sistema Nacional de Protección Civil,"$222,097,196.00 ",1.27046,"$174,816,362.60 "
2017,8,"Agricultura, Ganaderia, Desarrollo Rural, Pesca y Alimentacion",Programa de Fomento a la Agricultura,"$665,061,387.00 ",1.27046,"$523,480,776.30 "
2017,8,"Agricultura, Ganaderia, Desarrollo Rural, Pesca y Alimentacion",Programa de fomento a la Productividad Pesquera y Acuicola,"$2,176,414,234.00 ",1.27046,"$1,713,091,505.00 "
2017,8,"Agricultura, Ganaderia, Desarrollo Rural, Pesca y Alimentacion",Programa de Fomento Ganadero,"$2,445,751,708.00 ",1.27046,"$1,925,091,469.00 "
2017,8,"Agricultura, Ganaderia, Desarrollo Rural, Pesca y Alimentacion",Programa de Apoyo a Pequeños Productores,"$7,019,303,722.00 ",1.27046,"$5,525,009,620.00 "
2017,8,"Agricultura, Ganaderia, Desarrollo Rural, Pesca y Alimentacion",Programa de Productividad y Competitividad Agroalimentaria,"$41,229,097.00 ",1.27046,"$32,452,101.60 "
2017,9,Comunicaciones y Transportes,Reconstruccion y Conservacion de Carreteras,"$643,490,108.00 ",1.27046,"$506,501,667.10 "
2017,10,Economia,Promocion del Comercio Exterior y Atraccion de Inversion Extranjera Directa,"$10,000,000.00 ",1.27046,"$7,871,164.77 "
2017,11,Educacion Publica,Servicios de Educación Superior y Posgrado,"$48,345,959.00 ",1.27046,"$38,053,900.95 "
2017,11,Educacion Publica,Programa Nacional de Becas,"$949,064.00 ",1.27046,"$747,023.91 "
2017,11,Educacion Publica,Subsidios para organismos descentralizados estatales,"$11,177,966.00 ",1.27046,"$8,798,361.22 "
2017,12,Salud,Proteccion Contra Riesgos Sanitarios,"$13,585,135.00 ",1.27046,"$10,693,083.61 "
2017,12,Salud,Vigilancia epidemiologica,"$422,587,674.00 ",1.27046,"$332,625,721.40 "
2017,13,Marina,Emplear el Poder Naval de la Federacion para salvaguardar la soberania y seguridad nacionales,"$16,712,375.00 ",1.27046,"$13,154,585.74 "
2017,15,"Desarrollo Agrario, Territorial y Urbano",Programa de Infraestructura,"$1,035,439,629.00 ",1.27046,"$815,011,593.40 "
2017,15,"Desarrollo Agrario, Territorial y Urbano",Programa de Prevencion de Riesgos,"$9,031,445.00 ",1.27046,"$7,108,799.18 "
2017,16,Medio Ambiente y Recursos Naturales,Actividades de apoyo a la funcion publica y buen gobierno,"$4,075,379.00 ",1.27046,"$3,207,797.96 "
2017,16,Medio Ambiente y Recursos Naturales,Actividades de apoyo administrativo,"$10,413,603.00 ",1.27046,"$8,196,718.51 "
2017,16,Medio Ambiente y Recursos Naturales,Capacitacion Ambiental y Desarrollo Sustentable,"$4,163,948.00 ",1.27046,"$3,277,512.08 "
2017,16,Medio Ambiente y Recursos Naturales,Apoyos para el Desarrollo Forestal Sustentable,"$1,999,999,998.00 ",1.27046,"$1,574,232,953.00 "
2017,16,Medio Ambiente y Recursos Naturales,"Agua Potable, Drenaje y Tratamiento","$743,078,961.00 ",1.27046,"$584,889,694.30 "
2017,16,Medio Ambiente y Recursos Naturales,Conservacion y Aprovechamiento Sustentable de la Vida Silvestre,"$188,570,937.00 ",1.27046,"$148,427,291.70 "
2017,16,Medio Ambiente y Recursos Naturales,Fideicomisos Ambientales,"$83,432.00 ",1.27046,"$65,670.70 "
2017,16,Medio Ambiente y Recursos Naturales,"Infraestructura de agua potable, alcantarillado y saneamiento","$3,195,649,284.00 ",1.27046,"$2,515,348,208.00 "
2017,16,Medio Ambiente y Recursos Naturales,Inspección y Vigilancia del Medio Ambiente y Recursos Naturales,"$94,443,837.00 ",1.27046,"$74,338,300.30 "
2017,16,Medio Ambiente y Recursos Naturales,Investigacion cientifica y tecnologica,"$229,234,764.00 ",1.27046,"$180,434,460.00 "
2017,16,Medio Ambiente y Recursos Naturales,"Investigacion en Cambio Climatico, sustentabilidad ambiental y crecimiento verde","$197,465,040.00 ",1.27046,"$155,427,986.70 "
2017,16,Medio Ambiente y Recursos Naturales,Normatividad Ambiental e Instrumentos de Fomento para el Desarrollo Sustentable,"$26,488,500.00 ",1.27046,"$20,849,534.81 "
2017,16,Medio Ambiente y Recursos Naturales,"Planeacion, Direccion y  Evaluacion Ambiental","$126,379,591.00 ",1.27046,"$99,475,458.50 "
2017,16,Medio Ambiente y Recursos Naturales,Programa de Conservacion para el Desarrollo Sostenible (PROCODES),"$234,894,914.00 ",1.27046,"$184,889,657.30 "
2017,16,Medio Ambiente y Recursos Naturales,Programa de Empleo Temporal,"$315,747,492.00 ",1.27046,"$248,530,053.70 "
2017,16,Medio Ambiente y Recursos Naturales,Programa de Manejo de Areas Naturales Protegidas,"$44,397,912.00 ",1.27046,"$34,946,328.10 "
2017,16,Medio Ambiente y Recursos Naturales,Programa de Calidad del Aire y Verificacion Vehicular,"$939,407.00 ",1.27046,"$739,422.73 "
2017,16,Medio Ambiente y Recursos Naturales,Proteccion Forestal,"$1,568,726,401.00 ",1.27046,"$1,234,770,399.00 "
2017,16,Medio Ambiente y Recursos Naturales,Regulacion Ambiental,"$68,910,655.00 ",1.27046,"$54,240,712.03 "
2017,16,Medio Ambiente y Recursos Naturales,Sistema Nacional de Areas Naturales Protegidas,"$193,425,305.00 ",1.27046,"$152,248,244.70 "
2017,18,Energia,Actividades de apoyo administrativo,"$2,668,193.00 ",1.27046,"$2,100,178.68 "
2017,18,Energia,Conduccion de la politica energetica,"$213,174,499.00 ",1.27046,"$167,793,160.70 "
2017,18,Energia,Coordinacion de la politica energetica en electricidad ,"$55,985,485.00 ",1.27046,"$44,067,097.74 "
2017,18,Energia,Coordinacion de la politica energetica en hidrocarburos,"$83,407,006.00 ",1.27046,"$65,651,028.76 "
2017,18,Energia,"Gestion, promocion, supervision y evaluacion del aprovechamiento sustentable de la energia","$68,275,003.00 ",1.27046,"$53,740,379.86 "
2017,18,Energia,Fondo de Diversificacion Energetica,"$454,773,000.00 ",1.27046,"$357,959,321.80 "
2017,21,Turismo,Planeacion y conduccion de la politica de turismo,"$655,000.00 ",1.27046,"$515,561.29 "
2017,23,Provisiones Salariales y Economicas,Fondo de Desastres Naturales (FONDEN),"$6,035,987,256.00 ",1.27046,"$4,751,025,027.00 "
2017,23,Provisiones Salariales y Economicas,Fondo de Prevencion de Desastres Naturales (FOPREDEN),"$179,359,007.00 ",1.27046,"$141,176,429.80 "
2017,38,"Consejo Nacional de Humanidades, Ciencia y Tecnologia","Apoyos institucionales para actividades cientificas, tecnologicas y de innovacion","$115,517,282.00 ",1.27046,"$90,925,556.10 "
2017,38,"Consejo Nacional de Humanidades, Ciencia y Tecnologia",Becas de posgrado y otras modalidades de apoyo a la calidad,"$105,462,000.00 ",1.27046,"$83,010,877.95 "
2017,38,"Consejo Nacional de Humanidades, Ciencia y Tecnologia","Innovacion tecnologica para negocios de alto valor agregado, tecnologias precursoras y competitividad de las empresas","$145,050,710.00 ",1.27046,"$114,171,803.90 "
2017,47,Entidades No Sectorizadas,Programa para el Mejoramiento de la Produccion y la Productividad Indigena,"$50,000,000.00 ",1.27046,"$39,355,823.87 "
2017,52,Petroleos Mexicanos,Proyectos de infraestructura economica de hidrocarburos,"$1,586,647,817.00 ",1.27046,"$1,248,876,641.00 "
2017,53,Comision Federal de Electricidad,Promocion de medidas para el ahorro y uso eficiente de la energia electrica,"$3,956,873.00 ",1.27046,"$3,114,519.94 "
2017,53,Comision Federal de Electricidad,Proyectos de infraestructura economica de electricidad,"$56,200,000.00 ",1.27046,"$44,235,946.04 "
2017,53,Comision Federal de Electricidad,Proyectos de Infraestructura económica de electricidad (PIDEGAS),"$575,966,191.00 ",1.27046,"$453,352,479.40 "
2017,53,Comision Federal de Electricidad,Operacion y mantenimiento de las centrales generadoras de energia electrica,"$3,114,500,000.00 ",1.27046,"$2,451,474,269.00 "
2017,53,Comision Federal de Electricidad,Estudios de preinversion,"$2,550,000.00 ",1.27046,"$2,007,147.02 "
2018,4,Gobernacion,Coordinación del Sistema Nacional de Protección Civil,"$226,580,258.00 ",1,"$226,580,258.00 "
2018,8,"Agricultura, Ganaderia, Desarrollo Rural, Pesca y Alimentacion",Programa de Fomento a la Agricultura,"$700,829,732.00 ",1,"$700,829,732.00 "
2018,8,"Agricultura, Ganaderia, Desarrollo Rural, Pesca y Alimentacion",Programa de fomento a la Productividad Pesquera y Acuicola,"$2,119,557,043.00 ",1,"$2,119,557,043.00 "
2018,8,"Agricultura, Ganaderia, Desarrollo Rural, Pesca y Alimentacion",Programa de Fomento Ganadero,"$2,778,306,668.00 ",1,"$2,778,306,668.00 "
2018,8,"Agricultura, Ganaderia, Desarrollo Rural, Pesca y Alimentacion",Programa de Apoyo a Pequeños Productores,"$8,706,164,786.00 ",1,"$8,706,164,786.00 "
2018,8,"Agricultura, Ganaderia, Desarrollo Rural, Pesca y Alimentacion",Programa de Productividad y Competitividad Agroalimentaria,"$47,046,099.00 ",1,"$47,046,099.00 "
2018,9,Comunicaciones y Transportes,Reconstruccion y Conservacion de Carreteras,"$512,727,470.00 ",1,"$512,727,470.00 "
2018,10,Economia,Promocion del Comercio Exterior y Atraccion de Inversion Extranjera Directa,"$10,000,000.00 ",1,"$10,000,000.00 "
2018,11,Educacion Publica,Servicios de Educación Superior y Posgrado,"$50,364,225.00 ",1,"$50,364,225.00 "
2018,11,Educacion Publica,Programa Nacional de Becas,"$999,701.00 ",1,"$999,701.00 "
2018,11,Educacion Publica,Subsidios para organismos descentralizados estatales,"$11,713,274.00 ",1,"$11,713,274.00 "
2018,12,Salud,Proteccion Contra Riesgos Sanitarios,"$12,770,027.00 ",1,"$12,770,027.00 "
2018,12,Salud,Vigilancia epidemiologica,"$397,745,691.00 ",1,"$397,745,691.00 "
2018,13,Marina,Emplear el Poder Naval de la Federacion para salvaguardar la soberania y seguridad nacionales,"$17,600,786.00 ",1,"$17,600,786.00 "
2018,15,"Desarrollo Agrario, Territorial y Urbano",Programa de Infraestructura,"$1,086,187,449.00 ",1,"$1,086,187,449.00 "
2018,15,"Desarrollo Agrario, Territorial y Urbano",Programa de Prevencion de Riesgos,"$8,545,360.00 ",1,"$8,545,360.00 "
2018,16,Medio Ambiente y Recursos Naturales,Actividades de apoyo a la funcion publica y buen gobierno,"$4,193,619.00 ",1,"$4,193,619.00 "
2018,16,Medio Ambiente y Recursos Naturales,Actividades de apoyo administrativo,"$10,829,214.00 ",1,"$10,829,214.00 "
2018,16,Medio Ambiente y Recursos Naturales,Capacitacion Ambiental y Desarrollo Sustentable,"$4,383,129.00 ",1,"$4,383,129.00 "
2018,16,Medio Ambiente y Recursos Naturales,Apoyos para el Desarrollo Forestal Sustentable,"$2,095,775,640.00 ",1,"$2,095,775,640.00 "
2018,16,Medio Ambiente y Recursos Naturales,"Agua Potable, Drenaje y Tratamiento","$778,663,394.00 ",1,"$778,663,394.00 "
2018,16,Medio Ambiente y Recursos Naturales,Conservacion y Aprovechamiento Sustentable de la Vida Silvestre,"$197,601,189.00 ",1,"$197,601,189.00 "
2018,16,Medio Ambiente y Recursos Naturales,"Infraestructura de agua potable, alcantarillado y saneamiento","$3,348,681,967.00 ",1,"$3,348,681,967.00 "
2018,16,Medio Ambiente y Recursos Naturales,Inspección y Vigilancia del Medio Ambiente y Recursos Naturales,"$98,966,547.00 ",1,"$98,966,547.00 "
2018,16,Medio Ambiente y Recursos Naturales,Investigacion cientifica y tecnologica,"$240,212,322.00 ",1,"$240,212,322.00 "
2018,16,Medio Ambiente y Recursos Naturales,"Investigacion en Cambio Climatico, sustentabilidad ambiental y crecimiento verde","$206,921,209.00 ",1,"$206,921,209.00 "
2018,16,Medio Ambiente y Recursos Naturales,Normatividad Ambiental e Instrumentos de Fomento para el Desarrollo Sustentable,"$27,756,976.00 ",1,"$27,756,976.00 "
2018,16,Medio Ambiente y Recursos Naturales,"Planeacion, Direccion y  Evaluacion Ambiental","$132,431,634.00 ",1,"$132,431,634.00 "
2018,16,Medio Ambiente y Recursos Naturales,Programa de Conservacion para el Desarrollo Sostenible (PROCODES),"$246,143,520.00 ",1,"$246,143,520.00 "
2018,16,Medio Ambiente y Recursos Naturales,Programa de Empleo Temporal,"$331,709,552.00 ",1,"$331,709,552.00 "
2018,16,Medio Ambiente y Recursos Naturales,Programa de Manejo de Areas Naturales Protegidas,"$121,524,032.00 ",1,"$121,524,032.00 "
2018,16,Medio Ambiente y Recursos Naturales,Programa de Calidad del Aire y Verificacion Vehicular,"$984,393.00 ",1,"$984,393.00 "
2018,16,Medio Ambiente y Recursos Naturales,Proteccion Forestal,"$1,643,849,274.00 ",1,"$1,643,849,274.00 "
2018,16,Medio Ambiente y Recursos Naturales,Regulacion Ambiental,"$72,210,635.00 ",1,"$72,210,635.00 "
2018,16,Medio Ambiente y Recursos Naturales,Sistema Nacional de Areas Naturales Protegidas,"$138,022,523.00 ",1,"$138,022,523.00 "
2018,18,Energia,Actividades de apoyo administrativo,"$3,019,760.00 ",1,"$3,019,760.00 "
2018,18,Energia,Conduccion de la politica energetica,"$213,579,287.00 ",1,"$213,579,287.00 "
2018,18,Energia,Coordinacion de la politica energetica en electricidad ,"$55,853,117.00 ",1,"$55,853,117.00 "
2018,18,Energia,Coordinacion de la politica energetica en hidrocarburos,"$85,341,917.00 ",1,"$85,341,917.00 "
2018,18,Energia,"Gestion, promocion, supervision y evaluacion del aprovechamiento sustentable de la energia","$71,682,159.00 ",1,"$71,682,159.00 "
2018,18,Energia,Fondo de Diversificacion Energetica,"$468,416,190.00 ",1,"$468,416,190.00 "
2018,21,Turismo,Planeacion y conduccion de la politica de turismo,"$613,080.00 ",1,"$613,080.00 "
2018,23,Provisiones Salariales y Economicas,Fondo de Desastres Naturales (FONDEN),"$24,644,000,000.00 ",1,"$24,644,000,000.00 "
2018,23,Provisiones Salariales y Economicas,Fondo de Prevencion de Desastres Naturales (FOPREDEN),"$350,938,000.00 ",1,"$350,938,000.00 "
2018,38,"Consejo Nacional de Humanidades, Ciencia y Tecnologia","Apoyos institucionales para actividades cientificas, tecnologicas y de innovacion","$118,531,776.00 ",1,"$118,531,776.00 "
2018,38,"Consejo Nacional de Humanidades, Ciencia y Tecnologia",Becas de posgrado y otras modalidades de apoyo a la calidad,"$105,462,000.00 ",1,"$105,462,000.00 "
2018,38,"Consejo Nacional de Humanidades, Ciencia y Tecnologia","Innovacion tecnologica para negocios de alto valor agregado, tecnologias precursoras y competitividad de las empresas","$145,050,710.00 ",1,"$145,050,710.00 "
2018,47,Entidades No Sectorizadas,Programa para el Mejoramiento de la Produccion y la Productividad Indigena,"$55,000,000.00 ",1,"$55,000,000.00 "
2018,52,Petroleos Mexicanos,Proyectos de infraestructura economica de hidrocarburos,"$81,855,443.00 ",1,"$81,855,443.00 "
2018,52,Petroleos Mexicanos,Mantenimiento de infraestructura,"$85,284,867.00 ",1,"$85,284,867.00 "
2018,52,Petroleos Mexicanos,Otros proyectos de infraestructura,"$2,017,469.00 ",1,"$2,017,469.00 "
2018,53,Comision Federal de Electricidad,Promocion de medidas para el ahorro y uso eficiente de la energia electrica,"$6,283,952.00 ",1,"$6,283,952.00 "
2018,53,Comision Federal de Electricidad,Proyectos de infraestructura economica de electricidad,"$50,000,000.00 ",1,"$50,000,000.00 "
2018,53,Comision Federal de Electricidad,Proyectos de Infraestructura económica de electricidad (PIDEGAS),"$403,890,892.00 ",1,"$403,890,892.00 "
2018,53,Comision Federal de Electricidad,Operacion de mecanismos para mejorar la comercializacion de servicios y productos,"$8,123,000,000.00 ",1,"$8,123,000,000.00 "
2019,4,Gobernacion,Coordinación del Sistema Nacional de Protección Civil,"$193,167,300.00 ",1.03112,"$187,337,361.30 "
2019,8,Agricultura y Desarrollo Rural,Programa de Fomento a la Agricultura,"$665,061,387.00 ",1.03112,"$644,989,319.40 "
2019,8,Agricultura y Desarrollo Rural,Programa de fomento a la Productividad Pesquera y Acuicola,"$1,158,998,352.00 ",1.03112,"$1,124,018,884.00 "
2019,8,Agricultura y Desarrollo Rural,Programa de Fomento Ganadero,"$444,792,390.00 ",1.03112,"$431,368,211.30 "
2019,8,Agricultura y Desarrollo Rural,Desarrollo Rural,"$4,846,506,848.00 ",1.03112,"$4,700,235,519.00 "
2019,8,Agricultura y Desarrollo Rural,Credito Ganadero a la Palabra,"$2,778,306,668.00 ",1.03112,"$2,694,455,222.00 "
2019,8,Agricultura y Desarrollo Rural,Programa de Productividad y Competitividad Agroalimentaria,"$17,522,878.00 ",1.03112,"$16,994,023.97 "
2019,9,Comunicaciones y Transportes,Reconstruccion y Conservacion de Carreteras,"$404,800,000.00 ",1.03112,"$392,582,822.60 "
2019,10,Economia,Promocion del Comercio Exterior y Atraccion de Inversion Extranjera Directa,"$3,000,000.00 ",1.03112,"$2,909,457.68 "
2019,11,Educacion Publica,Servicios de Educación Superior y Posgrado,"$51,105,317.00 ",1.03112,"$49,562,918.96 "
2019,11,Educacion Publica,Programa Nacional de Becas,"$959,333.00 ",1.03112,"$930,379.59 "
2019,11,Educacion Publica,Subsidios para organismos descentralizados estatales,"$17,422,530.00 ",1.03112,"$16,896,704.55 "
2019,12,Salud,Proteccion Contra Riesgos Sanitarios,"$13,830,433.00 ",1.03112,"$13,413,019.82 "
2019,12,Salud,Vigilancia epidemiologica,"$344,619,174.00 ",1.03112,"$334,218,300.50 "
2019,13,Marina,Emplear el Poder Naval de la Federacion para salvaguardar la soberania y seguridad nacionales,"$19,526,214.00 ",1.03112,"$18,936,897.74 "
2019,15,"Desarrollo Agrario, Territorial y Urbano",Programa de Mejoramiento Urbano (PMU),"$2,084,659,275.00 ",1.03112,"$2,021,742,644.00 "
2019,16,Medio Ambiente y Recursos Naturales,Actividades de apoyo a la funcion publica y buen gobierno,"$3,202,130.00 ",1.03112,"$3,105,487.24 "
2019,16,Medio Ambiente y Recursos Naturales,Actividades de apoyo administrativo,"$10,093,768.00 ",1.03112,"$9,789,130.27 "
2019,16,Medio Ambiente y Recursos Naturales,Capacitacion Ambiental y Desarrollo Sustentable,"$3,344,241.00 ",1.03112,"$3,243,309.22 "
2019,16,Medio Ambiente y Recursos Naturales,Apoyos para el Desarrollo Forestal Sustentable,"$1,154,519,086.00 ",1.03112,"$1,119,674,806.00 "
2019,16,Medio Ambiente y Recursos Naturales,"Agua Potable, Drenaje y Tratamiento","$802,067,310.00 ",1.03112,"$777,860,297.50 "
2019,16,Medio Ambiente y Recursos Naturales,Conservacion y Aprovechamiento Sustentable de la Vida Silvestre,"$145,438,239.00 ",1.03112,"$141,048,800.30 "
2019,16,Medio Ambiente y Recursos Naturales,Gestion integral y sustentable del agua,"$200,000,000.00 ",1.03112,"$193,963,845.10 "
2019,16,Medio Ambiente y Recursos Naturales,"Infraestructura de agua potable, alcantarillado y saneamiento","$1,280,987,850.00 ",1.03112,"$1,242,326,645.00 "
2019,16,Medio Ambiente y Recursos Naturales,Inspección y Vigilancia del Medio Ambiente y Recursos Naturales,"$69,319,243.00 ",1.03112,"$67,227,134.57 "
2019,16,Medio Ambiente y Recursos Naturales,Investigacion cientifica y tecnologica,"$210,213,327.00 ",1.03112,"$203,868,926.00 "
2019,16,Medio Ambiente y Recursos Naturales,"Investigacion en Cambio Climatico, sustentabilidad ambiental y crecimiento verde","$157,816,412.00 ",1.03112,"$153,053,390.50 "
2019,16,Medio Ambiente y Recursos Naturales,Normatividad Ambiental e Instrumentos de Fomento para el Desarrollo Sustentable,"$20,340,527.00 ",1.03112,"$19,726,634.15 "
2019,16,Medio Ambiente y Recursos Naturales,"Planeacion, Direccion y  Evaluacion Ambiental","$96,160,691.00 ",1.03112,"$93,258,486.89 "
2019,16,Medio Ambiente y Recursos Naturales,Programa de Conservacion para el Desarrollo Sostenible (PROCODES),"$181,276,327.00 ",1.03112,"$175,805,267.10 "
2019,16,Medio Ambiente y Recursos Naturales,Programa de apoyo a la infraestructura hidroagricola,"$2,000,000,000.00 ",1.03112,"$1,939,638,451.00 "
2019,16,Medio Ambiente y Recursos Naturales,Programa de Manejo de Areas Naturales Protegidas,"$87,708,348.00 ",1.03112,"$85,061,242.14 "
2019,16,Medio Ambiente y Recursos Naturales,Programa de Calidad del Aire y Verificacion Vehicular,"$667,578.00 ",1.03112,"$647,429.98 "
2019,16,Medio Ambiente y Recursos Naturales,Proteccion Forestal,"$1,390,609,787.00 ",1.03112,"$1,348,640,107.00 "
2019,16,Medio Ambiente y Recursos Naturales,Regulacion Ambiental,"$60,391,756.00 ",1.03112,"$58,569,086.04 "
2019,16,Medio Ambiente y Recursos Naturales,Sistema Nacional de Areas Naturales Protegidas,"$98,355,164.00 ",1.03112,"$95,386,728.99 "
2019,18,Energia,Actividades de apoyo administrativo,"$2,333,635.00 ",1.03112,"$2,263,204.09 "
2019,18,Energia,Conduccion de la politica energetica,"$166,482,408.00 ",1.03112,"$161,457,840.00 "
2019,18,Energia,Coordinacion de la politica energetica en electricidad ,"$45,105,502.00 ",1.03112,"$43,744,183.02 "
2019,18,Energia,Coordinacion de la politica energetica en hidrocarburos,"$67,833,546.00 ",1.03112,"$65,786,277.06 "
2019,18,Energia,"Gestion, promocion, supervision y evaluacion del aprovechamiento sustentable de la energia","$60,931,300.00 ",1.03112,"$59,092,346.19 "
2019,18,Energia,Fondo de Diversificacion Energetica,"$483,873,924.00 ",1.03112,"$469,270,234.30 "
2019,21,Turismo,Planeacion y conduccion de la politica de turismo,"$622,300.00 ",1.03112,"$603,518.50 "
2019,23,Provisiones Salariales y Economicas,Fondo de Desastres Naturales (FONDEN),"$3,644,000,000.00 ",1.03112,"$3,534,021,258.00 "
2019,23,Provisiones Salariales y Economicas,Fondo de Prevencion de Desastres Naturales (FOPREDEN),"$180,938,000.00 ",1.03112,"$175,477,151.10 "
2019,38,"Consejo Nacional de Humanidades, Ciencia y Tecnologia","Apoyos institucionales para actividades cientificas, tecnologicas y de innovacion","$117,025,884.00 ",1.03112,"$113,493,952.20 "
2019,38,"Consejo Nacional de Humanidades, Ciencia y Tecnologia",Becas de posgrado y otras modalidades de apoyo a la calidad,"$106,010,000.00 ",1.03112,"$102,810,536.10 "
2019,47,Entidades No Sectorizadas,Programa para el Mejoramiento de la Produccion y la Productividad Indigena,"$64,840,182.00 ",1.03112,"$62,883,255.10 "
2019,52,Petroleos Mexicanos,Proyectos de infraestructura economica de hidrocarburos,"$1,475,752,188.00 ",1.03112,"$1,431,212,844.00 "
2019,53,Comision Federal de Electricidad,Mantenimiento de infraestructura,"$466,559,528.00 ",1.03112,"$452,478,400.20 "
2019,53,Comision Federal de Electricidad,Proyectos de Infraestructura económica de electricidad (PIDEGAS),"$89,290,625.00 ",1.03112,"$86,595,764.80 "
2019,53,Comision Federal de Electricidad,Operacion de mecanismos para mejorar la comercializacion de servicios y productos,"$11,135,793,223.00 ",1.03112,"$10,799,706,361.00 "
2019,53,Comision Federal de Electricidad,Promocion de medidas para el ahorro y uso eficiente de la energia electrica,"$1,354,037.00 ",1.03112,"$1,313,171.11 "
2020,8,Agricultura y Desarrollo Rural,"Programa de Fomento a la Agricultura, ganaderia, pesca y acuicultura","$208,706,025.00 ",1.07517,"$194,114,442.40 "
2020,8,Agricultura y Desarrollo Rural,Desarrollo Rural,"$10,000,000.00 ",1.07517,"$9,300,854.75 "
2020,9,Comunicaciones y Transportes,Reconstruccion y Conservacion de Carreteras,"$192,476,010.00 ",1.07517,"$179,019,141.20 "
2020,11,Educacion Publica,Servicios de Educación Superior y Posgrado,"$58,375,640.00 ",1.07517,"$54,294,334.85 "
2020,11,Educacion Publica,Programa Nacional de Becas,"$5,774,623.00 ",1.07517,"$5,370,892.98 "
2020,11,Educacion Publica,Subsidios para organismos descentralizados estatales,"$18,789,805.00 ",1.07517,"$17,476,124.71 "
2020,11,Educacion Publica,Universidades para el Bienestar Benito Juarez Garcia,"$1,057,697.00 ",1.07517,"$983,748.62 "
2020,12,Salud,Proteccion Contra Riesgos Sanitarios,"$10,863,640.00 ",1.07517,"$10,104,113.77 "
2020,12,Salud,Vigilancia epidemiologica,"$322,208,920.00 ",1.07517,"$299,681,836.40 "
2020,13,Marina,Emplear el Poder Naval de la Federacion para salvaguardar la soberania y seguridad nacionales,"$13,005,275.00 ",1.07517,"$12,096,017.37 "
2020,15,"Desarrollo Agrario, Territorial y Urbano",Programa de Mejoramiento Urbano (PMU),"$1,056,289,039.00 ",1.07517,"$982,439,092.40 "
2020,16,Medio Ambiente y Recursos Naturales,Actividades de apoyo a la funcion publica y buen gobierno,"$3,305,979.00 ",1.07517,"$3,074,843.05 "
2020,16,Medio Ambiente y Recursos Naturales,Actividades de apoyo administrativo,"$10,480,751.00 ",1.07517,"$9,747,994.27 "
2020,16,Medio Ambiente y Recursos Naturales,Capacitacion Ambiental y Desarrollo Sustentable,"$3,381,389.00 ",1.07517,"$3,144,980.79 "
2020,16,Medio Ambiente y Recursos Naturales,Apoyos para el Desarrollo Forestal Sustentable,"$1,031,998,012.00 ",1.07517,"$959,846,361.00 "
2020,16,Medio Ambiente y Recursos Naturales,"Agua Potable, Drenaje y Tratamiento","$1,095,059,073.00 ",1.07517,"$1,018,498,538.00 "
2020,16,Medio Ambiente y Recursos Naturales,Conservacion y Aprovechamiento Sustentable de la Vida Silvestre,"$99,902,412.00 ",1.07517,"$92,917,782.30 "
2020,16,Medio Ambiente y Recursos Naturales,Gestion integral y sustentable del agua,"$247,660,000.00 ",1.07517,"$230,344,968.70 "
